ID_DOL,ID_DOL_1,name,address,cat,address1,address2,address3,tel,fax,open,close,floor,holiday,parking,category,lat,lng,,
31250,31250,美月荘,日高郡由良町門前431,4,和歌山県,日高郡由良町,門前431,0738-65-0255,0738-65-0358,9:00,21:00,地上２階,年中無休,◎一般駐車場　有り：３０台,大規模小売店舗,33.970416292,135.12968093,,
31251,31251,Ａコープかわべ店,日高郡日高川町土生102-1,4,和歌山県,日高郡日高川町,土生102-1,0738-23-5538,0738-23-5540,9:30,19:00,地上１階,年中無休,◎一般駐車場　有り,大規模小売店舗,33.912229209,135.183065921,,
31252,31252,レストランかどや,日高郡印南町島田1165-1,4,和歌山県,日高郡印南町,島田1165-1,0738-43-0231,0738-43-1272,9:00,18:00,地上２階,月2回水曜日,◎一般駐車場　有り：５０台,大規模小売店舗,33.796658625,135.240091417,,
31253,31253,Ａコープいなみ,日高郡印南町印南2004,4,和歌山県,日高郡印南町,印南2004,0738-42-1277,0738-42-1279,9:30,19:00,地上１階,年中無休,◎一般駐車場　有り：４０台,大規模小売店舗,33.817711385,135.21812016,,
31254,31254,コーナンホームストック南部店,日高郡みなべ町気佐藤173-27,4,和歌山県,日高郡みなべ町,気佐藤173-27,0739-84-3160,0739-84-3162,9:00,20:00,地上１階,なし,◎一般駐車場　有り：６０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.774902141,135.32016467,,
31255,31255,オークワ打田店,紀の川市打田1364-1,4,和歌山県,紀の川市,打田1364-1,0736-77-7091,0736-77-7094,10:00,23:00,地上１階,土、日、祝日,◎一般駐車場　有り：２００台,大規模小売店舗,34.26157775,135.363487416,,
31256,31256,Ａコープ打田店,紀の川市西大井419-1,4,和歌山県,紀の川市,西大井419-1,0736-77-6885,0736-77-6369,9:00,19:00,地上２階,土、日、祝日,◎一般駐車場　有り：３０台,大規模小売店舗,34.26919184,135.360795504,,
31257,31257,ＪＡ紀ノ里ファーマーズマーケット,紀の川市豊田字塚56-3、56-8,4,和歌山県,紀の川市,豊田字塚56-3、56-8,0736-77-3715,,9:00,17:00,地上１階,火曜日,◎一般駐車場　有り：１００台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,34.278186863,135.352238039,,
31258,31258,オークワオーストリート紀の川井阪店,紀の川市大字下井阪字三ッ塚493-1他26筆,4,和歌山県,紀の川市,大字下井阪字三ッ塚493-1他26筆,0736-77-0400,0736-77-0409,9:00,20:00,地上１階,なし,◎一般駐車場　有り：６５０台<br>◎障害者用駐車場　有り：８台,大規模小売店舗,34.25956815,135.340138231,,
31259,31259,オークワ粉河店,紀の川市粉河762,4,和歌山県,紀の川市,粉河762,0736-73-8260,0736-73-8841,9:30,20:00,地上１階,年中無休（但し年６回あり）,◎一般駐車場　有り：２３０台<br>◎障害者用駐車場　有り：５台,大規模小売店舗,34.267632708,135.405706374,,
31260,31260,すずき,紀の川市東野71-1,4,和歌山県,紀の川市,東野71-1,0736-73-3219,0736-73-2329,9:00,20:00,地上１階,日曜,◎一般駐車場　有り：８台,大規模小売店舗,34.269688347,135.418705082,,
31261,31261,ＫＳマートちからや,紀の川市粉河1805,4,和歌山県,紀の川市,粉河1805,0736-73-5890,,7:30,19:30,地上１階,日曜,◎一般駐車場　有り：３台,大規模小売店舗,34.274548636,135.403595182,,
31262,31262,スーパー松源,紀の川市粉河785,4,和歌山県,紀の川市,粉河785,0736-73-5706,0736-73-5707,9:30,18:00,地上２階,年中無休,◎一般駐車場　有り：８０台,大規模小売店舗,34.269243583,135.404873101,,
31263,31263,コーナンホームストック粉河店,紀の川市粉河936,,,,,,,,,,,,,,,,
31264,31264,オークワ那賀丸井店,紀の川市名手西野363-1,4,和歌山県,紀の川市,名手西野363-1,0736-75-5463,,9:30,23:00,地上１階,年中無休,◎一般駐車場　有り：５０台,大規模小売店舗,34.272243804,135.431592628,,
31265,31265,オークワ桃山店,紀の川市桃山町最上153-1,4,和歌山県,紀の川市,桃山町最上153-1,0736-66-1100,0736-66-1882,10:00,23:00,地上１階,年末年始,◎一般駐車場　有り：９０台<br>◎障害者用駐車場　有り：５台,大規模小売店舗,34.239302018,135.343350533,,
31266,31266,オークワ貴志川店,紀の川市貴志川町神戸２０５-１,4,和歌山県,紀の川市,貴志川町神戸２０５-１,0736-64-7778,0736-64-8777,0:00,24:00,地上１階,水曜日,◎一般駐車場　有り：１７５台<br>◎障害者用駐車場　有り：３台,大規模小売店舗,34.21763742,135.31521533,,
31267,31267,(株)松源貴志川店,紀の川市前田160,4,和歌山県,紀の川市,前田160,0736-64-6920,0736-64-6921,9:00,21:00,地上１階,なし,◎一般駐車場　有り：９０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,34.219914923,135.314854218,,
31268,31268,イオン(株)マックスバリュ貴志川店,紀の川市貴志川町神戸218,4,和歌山県,紀の川市,貴志川町神戸218,0736-65-2210,0736-64-4203,9:00,23:00,地上１階,なし,◎一般駐車場　有り：４００台<br>◎障害者用駐車場　有り：１０台,大規模小売店舗,34.216804252,135.3165763,,
31269,31269,スーパーサンキョー岩出店,岩出市相谷1-1,4,和歌山県,岩出市,相谷1-1,0736-62-3914,0736-62-9229,9:30,20:00,地上１階,年中無休,◎一般駐車場　有り：５２台,大規模小売店舗,34.277519758,135.289189412,,
31270,31270,スーパーNEGORO,岩出市根来2-1,4,和歌山県,岩出市,根来2-1,0736-62-2626,0736-62-6370,9:30,21:00,地上２階,年中無休,◎一般駐車場　有り：８５台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.277825473,135.310658974,,
31271,31271,ビックハウス,岩出市今中119-1,4,和歌山県,岩出市,今中119-1,0736-63-1616,,9:00,20:00,地上１階,木曜(隔週),◎一般駐車場　有り：３２０台<br>◎障害者用駐車場　有り：３台,大規模小売店舗,34.271964902,135.316075096,,
31272,31272,(有)荒尾成文堂アラオ岩出店,岩出市備前64-3,4,和歌山県,岩出市,備前64-3,0736-69-2260,0736-69-2261,10:00,23:00,地上２階,なし（年中無休）,◎一般駐車場　有り：２０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.260799214,135.311381459,,
31273,31273,はるやま,岩出市備前52-1,4,和歌山県,岩出市,備前52-1,0736-63-2456,0736-62-9044,10:00,20:00,地上１階,年７日,◎一般駐車場　有り：２０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.260120684,135.312299663,,
31274,31274,(株)東洋薬局岩出店,岩出市川尻157-1,4,和歌山県,岩出市,川尻157-1,0736-69-2523,0736-69-2524,10:00,20:00,地上１階,1月1日のみ,◎一般駐車場　有り：３９台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.268546604,135.315210857,,
31275,31275,(株)松源岩出店,岩出市大町58-1,4,和歌山県,岩出市,大町58-1,0736-61-7200,0736-61-7211,9:30,21:00,地上１階,なし,◎一般駐車場　有り：１２０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,34.258785247,135.321519186,,
31276,31276,メッサオークワ岩出西店,岩出市中黒641-1,4,和歌山県,岩出市,中黒641-1,0736-61-3200,0736-61-3211,9:00,21:00,地上１階,なし,◎一般駐車場　有り：２５０台<br>◎障害者用駐車場　有り：５台,大規模小売店舗,34.264576521,135.287106384,,
31277,31277,スーパーオートバックス岩出店,岩出市西野30,4,和歌山県,岩出市,西野30,0736-62-7650,0736-62-7685,10:00,20:00,地上２階,なし,◎一般駐車場　有り：１５０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,34.260120651,135.305407175,,
31278,31278,オークワ　ミレニアシティ岩出店,岩出市中迫字塚本147,4,和歌山県,岩出市,中迫字塚本147,0736-69-1096,0736-69-1096,9:00,20:00,地上４階,なし,◎一般駐車場　有り：１０００台<br>◎障害者用駐車場　有り：１１台,大規模小売店舗,34.260604844,135.315297591,,
31279,31279,和歌山トヨペット岩出営業所,岩出市大字中島867-2、869,4,和歌山県,岩出市,大字中島867-2、869,0736-63-1101,0736-62-5649,9:30,18:00,地上１階,第１水曜日,◎一般駐車場　有り：９台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.259360694,135.30032138,,
31280,31280,Ｖショップ桟橋店,西牟婁郡白浜町3744,4,和歌山県,西牟婁郡白浜町,3744,0739-43-2793,0739-43-5579,8:00,22:00,地上１階,年中無休,◎一般駐車場　有り：２９台,大規模小売店舗,33.687396042,135.356108374,,
31281,31281,グルメシティ近畿,西牟婁郡白浜町1349-1,4,和歌山県,西牟婁郡白浜町,1349-1,0739-42-3144,0739-42-3145,7:00,21:00,地上２階,年間24日（火曜不定期）,◎一般駐車場　有り：２０台,大規模小売店舗,33.684285406,135.345498307,,
31282,31282,Ａコープ紀南あぜみち,西牟婁郡白浜町栄691,4,和歌山県,西牟婁郡白浜町,栄691,0739-45-2780,0739-45-2782,9:00,19:00,地上１階,元旦,◎一般駐車場　有り：５０台,大規模小売店舗,33.651974077,135.395604287,,
31283,31283,(株)たかすバリューハウス西富田店,西牟婁郡白浜町堅田字東條646他,4,和歌山県,西牟婁郡白浜町,堅田字東條646他,0739-45-2255,0739-45-2685,10:00,22:00,地上１階,なし,◎一般駐車場　有り<br>◎障害者用駐車場　有り,大規模小売店舗,33.665862756,135.386342592,,
31284,31284,コーナンホームストック白浜店,西牟婁郡白浜町堅田2396-12,4,和歌山県,西牟婁郡白浜町,堅田2396-12,0739-82-1231,0739-82-1217,9:30,20:00,,年３回（不定期）,◎一般駐車場　有り：５０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.679335941,135.36934512,,
31285,31285,コメリハート＆グリーン白浜店,西牟婁郡白浜町大字栄字小森595他,4,和歌山県,西牟婁郡白浜町,大字栄字小森595他,0739-45-8610,0739-45-8612,9:30,20:00,地上１階,元旦及び半年に一度棚卸の時（不確定）,◎一般駐車場　有り：２１台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.65278556,135.39554398,,
31286,31286,ふるさとセンター大塔,田辺市鮎川1000,4,和歌山県,田辺市,鮎川1000,0739-49-0143,,10:00,17:30,地上２階,火曜,◎一般駐車場　有り：１７台,大規模小売店舗,33.742651292,135.501824506,,
31287,31287,ドラッグストアキリン,西牟婁郡上富田町朝来,4,和歌山県,西牟婁郡上富田町,朝来,0739-47-1511,0739-47-1116,9:00,22:00,地上１階,年中無休,◎一般駐車場　有り：１５台,大規模小売店舗,33.696201639,135.418214219,,
31288,31288,上富田町農協Ａコープ上富田アピア,西牟婁郡上富田町朝来1401-1,4,和歌山県,西牟婁郡上富田町,朝来1401-1,0739-47-1070,0739-47-3605,9:30,19:00,地上２階,年始1日のみ,◎一般駐車場　有り：２００台,大規模小売店舗,33.694368584,135.417964255,,
31289,31289,ホームストックコーナン上富田店,西牟婁郡上富田町岩田字尾崎2350-1他,4,和歌山県,西牟婁郡上富田町,岩田字尾崎2350-1他,0739-83-2857,0739-83-2860,9:30,20:00,地上１階,なし,◎一般駐車場　有り：３０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.702895346,135.435101428,,
31290,31290,ローソン上富田岩崎店,西牟婁郡上富田町岩崎150-1,4,和歌山県,西牟婁郡上富田町,岩崎150-1,0739-47-4481,,0:00,24:00,地上１階,なし,◎一般駐車場　有り：１５台,大規模小売店舗,33.681581683,135.408497821,,
31291,31291,オークワ日置店,西牟婁郡白浜町日置45,4,和歌山県,西牟婁郡白浜町,日置45,0739-52-3213,0739-52-3554,9:00,0:00,地上１階,元旦,◎一般駐車場　有り：７０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.569578233,135.44951708,,
31292,31292,オークワ日置店,西牟婁郡白浜町日置45,4,和歌山県,西牟婁郡白浜町,日置45-1,0739-52-3213,,9:30,21:00,地上１階,年中無休,◎一般駐車場　有り：８６台,大規模小売店舗,33.569578233,135.44951708,,
31293,31293,コメリハート＆グリーン日置川店,西牟婁郡白浜町日置字中津川974-1,4,和歌山県,西牟婁郡白浜町,日置字中津川974-1,0739-87-2155,0739-87-2157,9:30,20:00,地上１階,なし,◎一般駐車場　有り：２０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.568081374,135.439137541,,
31294,31294,オークワすさみ店,西牟婁郡すさみ町周参見3766,4,和歌山県,西牟婁郡すさみ町,周参見3766,0739-85-2220,,9:00,22:00,地上１階,,◎一般駐車場　有り：６０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.553819488,135.497035811,,
31295,31295,黒島茶屋,西牟婁郡すさみ町見老津字長井4-4,4,和歌山県,西牟婁郡すさみ町,見老津字長井4-4,0739-55-3095,,9:00,18:00,地上１階,木曜,◎一般駐車場　有り：３３台,大規模小売店舗,33.514933153,135.559699707,,
31296,31296,オークワ串本店,東牟婁郡串本町串本40-22,4,和歌山県,東牟婁郡串本町,串本40-22,0735-62-0312,0735-62-4119,9:00,23:00,地上２階,年中無休,◎一般駐車場　有り：２５０台,大規模小売店舗,33.476272157,135.783242821,,
31297,31297,AコープVASEO,東牟婁郡串本町串本１５５１−１,4,和歌山県,東牟婁郡串本町,串本１５５１−１,0735-69-2222,0735-65-0536,9:00,20:00,地上１階,なし,◎一般駐車場　有り：５０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.462659742,135.781690185,,
31298,31298,コーナンホームストック串本店,東牟婁郡串本町串本2300-1,4,和歌山県,東牟婁郡串本町,串本2300-1,0735-69-1055,,10:00,20:00,地上１階,なし,◎一般駐車場　有り：３８台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.479841223,135.788485507,,
31299,31299,ＷＡＹ串本,東牟婁郡串本町串本2079-1,4,和歌山県,東牟婁郡串本町,串本2079-1,0735-62-3961,0735-62-3029,9:30,23:00,地上１階,なし,◎一般駐車場　有り：７５台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.476231365,135.784185509,,
31300,31300,オークワ串本店（ダイソー館）,東牟婁郡串本町串本2001,4,和歌山県,東牟婁郡串本町,串本2001,0735-62-0312,0735-62-4119,9:00,22:00,地上１階,なし,◎一般駐車場　有り：３５台（オークワ共有）<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.476674915,135.783541395,,
31301,31301,勝浦オークワ,東牟婁郡那智勝浦町朝日１丁目222-5,4,和歌山県,東牟婁郡那智勝浦町,朝日１丁目222-5,07355-2-1623,07355-2-6141,10:00,20:00,地上３階,年中無休,◎一般駐車場　有り：１５０台,大規模小売店舗,33.630689628,135.936163914,,
31302,31302,オークワ北浜店,東牟婁郡那智勝浦町北浜１丁目19,4,和歌山県,東牟婁郡那智勝浦町,北浜１丁目19,07355-2-0319,7355-2-6281,10:00,22:00,地上２階,年中無休,◎一般駐車場　有り：２４台,大規模小売店舗,33.631037737,135.943262102,,
31303,31303,オークワ下里店,東牟婁郡那智勝浦町下里509-1,4,和歌山県,東牟婁郡那智勝浦町,下里509-1,07355-8-1333,07355-8-1420,9:30,20:00,地上１階,年中無休,◎一般駐車場　有り：２９台,大規模小売店舗,33.581826782,135.920415656,,
31304,31304,那智ねぼけ堂,東牟婁郡那智勝浦町市野々3434-1,4,和歌山県,東牟婁郡那智勝浦町,市野々3434-1,07355-5-0031,07355-5-0559,8:00,17:00,地上２階,年中無休,◎一般駐車場　有り：１００台,大規模小売店舗,33.666738218,135.905974276,,
31305,31305,蓬莱閣,東牟婁郡那智勝浦町那智山456,4,和歌山県,東牟婁郡那智勝浦町,那智山456,07355-5-0341,07355-5-0343,8:00,17:30,地上５階,年中無休,◎一般駐車場　有り：１００台,大規模小売店舗,33.669979255,135.892878217,,
31306,31306,Ａコープ那智,東牟婁郡那智勝浦町天満1733,4,和歌山県,東牟婁郡那智勝浦町,天満1733,07355-2-0900,07355-2-0757,9:30,19:00,地上１階,土、日、祝日,◎一般駐車場　有り：１００台,大規模小売店舗,33.640102906,135.931361349,,
31307,31307,那智かまぼこセンター,東牟婁郡那智勝浦町市野々３９１７,4,和歌山県,東牟婁郡那智勝浦町,市野々３９１７,0735-55-0088（代）<br>フリーダイヤル0120-090588,0735-55-0181,8:00,17:00,地上１階,,◎一般駐車場　有り：３１台,大規模小売店舗,33.664210802,135.908946239,,
31308,31308,コメリＨＧ那智勝浦店,東牟婁郡那智勝浦町下里541-1,4,和歌山県,東牟婁郡那智勝浦町,下里541-1,0735-58-8030,0735-58-8057,9:00,20:00,地上１階,年３回、正月,◎一般駐車場　有り：２３台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.582546201,135.920609815,,
31309,31309,ミスタージョン串本店,東牟婁郡串本町姫字ゴウラ718-14,4,和歌山県,東牟婁郡串本町,姫字ゴウラ718-14,0735-72-1966,,10:00,20:00,地上１階,年４回,◎一般駐車場　有り：８２台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.494726206,135.796331366,,
31310,31310,オークワ古座川店,東牟婁郡古座川町高池64,4,和歌山県,東牟婁郡古座川町,高池64,07357-2-0067,07357-2-3210,9:30,21:00,地上１階,年6回,◎一般駐車場　有り：３９台,大規模小売店舗,33.524670495,135.821457125,,
31311,31311,北山村観光センター,東牟婁郡北山村大字下尾井字浦地,4,和歌山県,東牟婁郡北山村,大字下尾井字浦地,0735-49-2324,0735-49-2317,0:00,24:00,地上１階,（シーズン中5月〜9月）なし<br>（シーズンオフ)土・日曜日,◎一般駐車場　有り：７０台,大規模小売店舗,33.939205589,135.946406239,,
31312,31312,ヤマダ電機テックランド和歌山店,和歌山市三葛339-1,4,和歌山県,和歌山市,三葛339-1,073-441-5860,,10:30,21:00,,なし,◎一般駐車場　有り：２００台<br>◎障害者用駐車場　有り：３台,大規模小売店舗,34.193832452,135.184889221,,
31313,31313,スーパーサンワ楠見店,和歌山市楠見中24-8-9-28,4,和歌山県,和歌山市,楠見中24-8-9-28,073-454-0038,,9:00,21:00,地上２階,なし,◎一般駐車場　有り：７３台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.253118978,135.176153757,,
31314,31314,ホームセンターコーナン御坊インター店,御坊市野口字堤578-1,4,和歌山県,御坊市,野口字堤578-1,0738-32-3055,,9:00,21:00,地上１階,なし,◎一般駐車場　有り：３５０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.899156351,135.179932038,,
31315,31315,業務スーパー＆産直市場よってって岩出店,岩出市中島751-1,4,和歌山県,岩出市,中島751-1,0736-69-0025,,9:30,19:30,地上１階,なし,◎一般駐車場　有り：９０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.262860321,135.294138127,,
31316,31316,ヤマダ電機テックランド和歌山岩出店,岩出市中島780-1,4,和歌山県,岩出市,中島780-1,0736-69-5461,,10:15,21:00,地上３階,なし,◎一般駐車場　有り：２７７台<br>◎障害者用駐車場　有り：５台,大規模小売店舗,34.261732114,135.292751887,,
31317,31317,ＪＯＳＨＩＮ　ＰＩＴＯＮＥ　和歌山店,和歌山市中島字西ノ浜３６８番地他,4,和歌山県,和歌山市,中島字西ノ浜３６８番地他,073-425-1414,,10:00,21:00,地上２階,無し,◎一般駐車場　有り：１２０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,34.205886022,135.185087502,,
31318,31318,ＭＥＳＡオークワ　ジストシネマ10,和歌山市松江向鵜ノ島1469番12,4,和歌山県,和歌山市,松江向鵜ノ島1469番12,073-480-5600,,0:00,24:00,地上２階,年中無休,◎一般駐車場　有り：１２００台<br>◎障害者用駐車場　有り：９台,大規模小売店舗,34.239242993,135.153450678,,
31319,31319,ホームセンターコーナン和歌山中之島店,和歌山市納定字西ノ芝100-1,4,和歌山県,和歌山市,納定字西ノ芝100-1,073-402-0350,,9:00,21:00,地上２階,無し,◎一般駐車場　有り：７５９台<br>◎障害者用駐車場　有り：８台,大規模小売店舗,34.238271423,135.189031158,,
31320,31320,アプライド　和歌山店,和歌山市美園町4丁目23-1他,4,和歌山県,和歌山市,美園町4丁目23-1他,073-425-5585,,10:30,19:30,地上３階,無し,◎一般駐車場　有り：５６台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.230133313,135.189058976,,
31321,31321,スーパーセンターオークワ　上富田店,西牟婁郡上富田町朝来字坊垣内146-3他,4,和歌山県,西牟婁郡上富田町,朝来字坊垣内146-3他,0739-47-6800,,9:00,22:00,地上１階,無し,◎一般駐車場　有り：１８０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.698201456,135.426935574,,
31322,31322,ジップ・ドラッグ東洋　橋本隅田店,橋本市隅田町垂井字露無5-1他,4,和歌山県,橋本市,隅田町垂井字露無5-1他,0736-39-0881,,10:00,21:00,地上１階,無し,◎一般駐車場　有り：４１台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.329823476,135.649294509,,
31323,31323,スーパーセンターオークワ南紀店,新宮市佐野3-11-19,4,和歌山県,新宮市,佐野3-11-19,0735-31-3500,,9:00,24:00,地上１階,なし,◎一般駐車場　有り：２１４１台<br>◎障害者用駐車場　有り：４台,大規模小売店舗,33.675821771,135.968857446,,
31324,31324,ケーズデンキ新宮パワフル館,新宮市佐野3-11-19,4,和歌山県,新宮市,佐野3-11-19,0735-31-7480,,10:00,20:00,地上１階,,◎一般駐車場　有り：２１４１台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.673877625,135.969218659,,
31325,31325,紳士服はるやま　新宮店,新宮市佐野3-11-19,4,和歌山県,新宮市,佐野3-11-19,0735-31-2008,,10:00,20:00,地上２階,,◎一般駐車場　有り：２１４１台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.67421088,135.969051967,,
31326,31326,Ｒｉｇｈｔ-Ｏｎ　南紀オークワ店,新宮市佐野3-11-19,4,和歌山県,新宮市,佐野3-11-19,0735-31-5142,,10:00,20:00,地上１階,,◎一般駐車場　有り：２１４１台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.674460846,135.968940872,,
31327,31327,ユニクロ　新宮店,新宮市佐野3-11-19,4,和歌山県,新宮市,佐野3-11-19,0735-31-3320,,10:00,20:00,地上１階,,◎一般駐車場　有り：２１４１台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.674933083,135.968774177,,
31328,31328,ホームセンターコーナン　海南店,海南市日方字新浜1294-10,4,和歌山県,海南市,日方字新浜1294-10,073-484-3651,,9:00,20:00,地上１階,,◎一般駐車場　有り：２００台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,34.153588111,135.205336716,,
31329,31329,コメリＨＧ　三輪崎店,新宮市三輪崎永田1156,4,和歌山県,新宮市,三輪崎永田1156,0735-31-3778,,9:30,20:00,地上１階,,◎一般駐車場　有り：２０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,33.687237082,135.973856656,,
31330,31330,Ａコープ　ランティス,新宮市三輪崎永田1076-1,4,和歌山県,新宮市,三輪崎永田1076-1,0735-31-6577,,9:30,20:00,地上２階,,◎一般駐車場　有り：７０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,33.684459666,135.974940012,,
31331,31331,業務スーパー＆産直市場よってって,有田郡有田川町天満216-2,4,和歌山県,有田郡有田川町,天満216-2,0737-53-2888,,9:00,19:30,地上１階,,◎一般駐車場　有り：６０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.056518064,135.204060779,,
31332,31332,農業屋　橋本店,橋本市隅田町垂井61-5,4,和歌山県,橋本市,隅田町垂井61-5,0736-39-0710,0736-39-0711,9:00,19:00,9月,,11月）<br>9:00,大規模小売店舗,34.33082337,135.649155585,,
31333,31333,農業屋　かつらぎ店,伊都郡かつらぎ町笠田東92-12,4,和歌山県,伊都郡かつらぎ町,笠田東92-12,0736-23-2780,,9:00,18:30,地上１階,,◎一般駐車場　有り：２０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.289659479,135.482365381,,
31334,31334,業務スーパー　橋本店,橋本市隅田町中島84-1,4,和歌山県,橋本市,隅田町中島84-1,0736-32-6500,,9:30,20:00,地上２階,,◎一般駐車場　有り：５０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.328268035,135.646739312,,
31335,31335,スーパーサンワ舟津店,和歌山市湊御殿１−４−１,4,和歌山県,和歌山市,湊御殿１−４−１,073-428-1138,,9:30,21:00,地上２階,,◎一般駐車場　有り：１６０台<br>◎障害者用駐車場　有り：２台,大規模小売店舗,34.220669554,135.156594039,,
31336,31336,マーズスピード　ジャパン,岩出市根来６０７−１,4,和歌山県,岩出市,根来６０７−１,0736-69-5969,,10:00,20:00,地上４階,火曜日,◎一般駐車場　有り：２０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.274321081,135.311086771,,
31337,31337,テックランド和歌山橋本店,橋本市あやの台１丁目４番２,4,和歌山県,橋本市,あやの台１丁目４番２,0736-34-7100,,10:15,21:00,地上２階,,◎一般駐車場　有り：１１９台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.338894106,135.649500557,,
31338,31338,コメリハードアンドグリーン金屋店,有田郡有田川町金屋字中ノ坪８７番地,4,和歌山県,有田郡有田川町,金屋字中ノ坪８７番地,0737-32-9131,,9:00,20:00,地上１階,,◎一般駐車場　有り：３０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.060002027,135.256181318,,
31339,31339,洋服の青山　和歌山紀ノ川店,和歌山市次郎丸１０３番１,4,和歌山県,和歌山市,次郎丸１０３番１,073-454-7145,,10:00,20:00,地上１階,なし,◎一般駐車場　有り：３７台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.254185807,135.1462001,,
31340,31340,セブンイレブン和歌山塩屋店,和歌山市塩屋６丁目７２９−５,4,和歌山県,和歌山市,塩屋６丁目７２９−５,073-447-0400,,0:00,24:00,地上１階,無休,◎一般駐車場　有り：１４台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.195942699,135.177171624,,
31341,31341,オートバックスわかやま北,和歌山市狐島２６２−２,4,和歌山県,和歌山市,狐島２６２−２,073-451-5656,,10:00,20:00,地上１階,なし,◎一般駐車場　有り：１００台<br>◎障害者用駐車場　有り：３台,大規模小売店舗,34.242714905,135.152089412,,
31342,31342,COOP岩出中央店,岩出市野上野９８−３,4,和歌山県,岩出市,野上野９８−３,0736-63-0200,,9:00,22:00,地上１階,なし,◎一般駐車場　有り：２６７台<br>◎障害者用駐車場　有り：６台,大規模小売店舗,34.274992343,135.317102724,,
31343,31343,コメリハード＆グリーン打田店,紀の川市東三谷字川端２４７−１,4,和歌山県,紀の川市,東三谷字川端２４７−１,0736-78-2890,,9:30,20:00,,なし,◎一般駐車場　有り：４０台<br>◎障害者用駐車場　有り：１台,大規模小売店舗,34.277853564,135.349710446,,
30544,30544,和歌山税務署,和歌山市湊通丁北1丁目1,1,和歌山県,和歌山市,湊通丁北1丁目1,073-424-2131,,8:30,17:00,地上３階,土、日、祝日、12/29〜1/3,◎一般駐車場　有り：１７台,官公庁舎等,34.22449457,135.1690051,,
30545,30545,和歌山県庁（本館）,和歌山市小松原通１丁目１,1,和歌山県,和歌山市,小松原通１丁目１,073-432-4111（大代表）,073-431-0232,9:00,17:45,地上４階、地下１階,土、日、祝、12/29〜31、1/2〜3,◎一般駐車場　有り：５４台<br>◎障害者用駐車場　有り：４台,官公庁舎等,34.22580671,135.1673367,,
30546,30546,和歌山市あいあいセンター,和歌山市小人町29,1,和歌山県,和歌山市,小人町29,073-431-5246,073-431-5248,9:00,21:00,地上７階、地下１階,月曜（祝祭日の場合翌日）,◎一般駐車場　有り：１６台<br>◎障害者用駐車場　有り：２台,官公庁舎等,34.23077167,135.1676163,,
30547,30547,和歌山市社会福祉会館,和歌山市八番丁４,1,和歌山県,和歌山市,八番丁４,073-431-5246(あいあいセンター事務所),073-431-5248(あいあいセンター事務所),9:00,22:00,地上４階,月曜（祝祭日の場合翌日）,◎一般駐車場　有り：２台,官公庁舎等,34.23113273,135.1678663,,
